cycle_id,machine_id,operator_id,timestamp,task_type,soil_condition,load_condition,cycle_time_seconds,fuel_used_l,load_amount_tons,idle_time_seconds,is_post_coaching
CYC_0224,EXC004,OP_EXP_003,2026-08-10T09:38:21,trenching,medium,light,33.83,0.174,1.44,0.72,0
CYC_0225,EXC005,OP_EXP_003,2026-08-10T09:39:00,trenching,medium,light,32.87,0.164,1.46,0.84,0
CYC_0226,EXC001,OP_NOV_002,2026-08-10T09:39:38,trenching,medium,light,40.51,0.212,1.43,0.53,0
CYC_0227,EXC002,OP_NOV_004,2026-08-10T09:40:24,trenching,medium,light,36.59,0.203,1.46,0.88,0
CYC_0228,EXC003,OP_NOV_004,2026-08-10T09:41:06,trenching,medium,light,37.48,0.19,1.46,0.73,0
CYC_0229,EXC004,OP_NOV_002,2026-08-10T09:41:49,trenching,medium,light,37.99,0.203,1.47,0.89,0
CYC_0230,EXC005,OP_EXP_003,2026-08-10T09:42:32,trenching,medium,light,33.62,0.167,1.46,0.74,0
CYC_0231,EXC001,OP_EXP_003,2026-08-10T09:43:11,trenching,medium,light,34.24,0.172,1.45,0.45,0
CYC_0232,EXC002,OP_NOV_004,2026-08-10T09:43:51,trenching,medium,light,38.44,0.213,1.42,0.55,0
CYC_0233,EXC003,OP_EXP_001,2026-08-10T09:44:35,trenching,medium,light,35.22,0.171,1.45,0.75,0
CYC_0234,EXC004,OP_EXP_001,2026-08-10T09:45:16,trenching,medium,light,34.73,0.177,1.45,1.08,0
CYC_0235,EXC005,OP_EXP_001,2026-08-10T09:45:56,trenching,medium,light,32.49,0.161,1.45,0.57,0
CYC_0236,EXC001,OP_EXP_003,2026-08-10T09:46:34,trenching,medium,light,35.11,0.177,1.45,0.96,0
CYC_0237,EXC002,OP_EXP_003,2026-08-10T09:47:15,trenching,medium,light,34.85,0.186,1.46,1.01,0
CYC_0238,EXC003,OP_NOV_004,2026-08-10T09:47:55,trenching,medium,light,41.87,0.212,1.41,0.76,0
CYC_0239,EXC004,OP_EXP_001,2026-08-10T09:48:42,trenching,medium,light,32.43,0.165,1.45,0.8,0
CYC_0240,EXC005,OP_NOV_004,2026-08-10T09:49:20,trenching,medium,light,36.88,0.191,1.49,1.01,0
CYC_0241,EXC001,OP_NOV_004,2026-08-10T09:50:02,trenching,medium,light,40.0,0.209,1.43,0.46,0
CYC_0242,EXC002,OP_NOV_004,2026-08-10T09:50:47,trenching,medium,light,39.55,0.219,1.46,0.72,0
CYC_0243,EXC003,OP_NOV_002,2026-08-10T09:51:32,trenching,medium,light,40.15,0.204,1.44,0.91,0
CYC_0244,EXC004,OP_EXP_001,2026-08-10T09:52:18,trenching,medium,light,32.69,0.166,1.46,0.34,0
CYC_0245,EXC005,OP_EXP_001,2026-08-10T09:52:56,trenching,medium,light,35.43,0.175,1.47,0.76,0
CYC_0246,EXC001,OP_NOV_002,2026-08-10T09:53:37,trenching,medium,light,37.94,0.199,1.45,1.02,0
CYC_0247,EXC002,OP_NOV_002,2026-08-10T09:54:20,trenching,medium,light,36.72,0.204,1.44,1.05,0
CYC_0248,EXC003,OP_EXP_001,2026-08-10T09:55:02,trenching,medium,heavy,39.65,0.192,2.4,1.1,0
CYC_0249,EXC004,OP_EXP_003,2026-08-10T09:55:47,trenching,medium,heavy,38.08,0.195,2.4,0.79,0
CYC_0250,EXC005,OP_NOV_005,2026-08-10T09:56:31,trenching,medium,heavy,41.55,0.212,2.34,1.0,0
CYC_0251,EXC001,OP_EXP_002,2026-08-10T09:57:18,trenching,medium,heavy,38.88,0.194,2.36,0.94,0
CYC_0252,EXC002,OP_NOV_005,2026-08-10T09:58:02,trenching,medium,heavy,44.22,0.242,2.49,1.02,0
CYC_0253,EXC003,OP_EXP_001,2026-08-10T09:58:52,trenching,medium,heavy,37.91,0.184,2.42,0.44,0
CYC_0254,EXC004,OP_EXP_003,2026-08-10T09:59:35,trenching,medium,heavy,37.57,0.193,2.41,1.05,0
CYC_0255,EXC005,OP_EXP_002,2026-08-10T10:00:18,trenching,medium,heavy,39.41,0.195,2.4,0.89,0
CYC_0256,EXC001,OP_EXP_001,2026-08-10T10:01:03,trenching,medium,heavy,38.59,0.193,2.4,1.02,0
CYC_0257,EXC002,OP_EXP_003,2026-08-10T10:01:47,trenching,medium,heavy,38.39,0.205,2.39,1.1,0
CYC_0258,EXC003,OP_NOV_002,2026-08-10T10:02:31,excavation,medium,medium,43.28,0.22,1.94,1.05,0
CYC_0259,EXC004,OP_NOV_002,2026-08-10T10:03:20,excavation,medium,medium,44.03,0.235,1.94,0.84,0
CYC_0260,EXC005,OP_NOV_004,2026-08-10T10:04:10,excavation,medium,medium,38.24,0.198,2.03,0.95,0
CYC_0261,EXC001,OP_NOV_002,2026-08-10T10:04:54,excavation,medium,medium,42.2,0.221,2.01,0.46,0
CYC_0262,EXC002,OP_EXP_002,2026-08-10T10:05:42,excavation,medium,medium,37.99,0.201,1.95,1.04,0
CYC_0263,EXC003,OP_NOV_004,2026-08-10T10:06:25,excavation,medium,medium,34.26,0.174,1.99,0.81,0
CYC_0264,EXC004,OP_EXP_003,2026-08-10T10:07:05,excavation,medium,medium,35.85,0.184,1.94,0.64,0
CYC_0265,EXC005,OP_EXP_002,2026-08-10T10:07:46,excavation,medium,medium,36.79,0.182,1.93,0.98,0
CYC_0266,EXC001,OP_EXP_002,2026-08-10T10:08:28,excavation,medium,medium,37.58,0.188,1.96,1.45,0
CYC_0267,EXC002,OP_NOV_004,2026-08-10T10:09:11,excavation,medium,medium,39.07,0.216,1.97,0.95,0
CYC_0268,EXC003,OP_NOV_004,2026-08-10T10:09:56,excavation,medium,medium,38.95,0.197,1.94,0.2,0
CYC_0269,EXC004,OP_NOV_002,2026-08-10T10:10:40,excavation,medium,medium,39.31,0.21,1.95,0.73,0
CYC_0270,EXC005,OP_EXP_002,2026-08-10T10:11:25,excavation,medium,medium,36.44,0.18,1.93,0.9,0
CYC_0271,EXC001,OP_NOV_002,2026-08-10T10:12:07,excavation,medium,medium,42.05,0.22,1.95,0.87,0
CYC_0272,EXC002,OP_EXP_002,2026-08-10T10:12:55,excavation,medium,medium,36.97,0.196,1.95,0.73,0
CYC_0273,EXC003,OP_EXP_002,2026-08-10T10:13:37,excavation,medium,medium,36.09,0.175,1.97,0.73,0
CYC_0274,EXC004,OP_EXP_003,2026-08-10T10:14:19,excavation,medium,medium,36.7,0.188,1.95,1.16,0
CYC_0275,EXC005,OP_EXP_002,2026-08-10T10:15:01,excavation,medium,medium,36.52,0.18,1.96,0.52,0
CYC_0276,EXC001,OP_NOV_002,2026-08-10T10:15:43,excavation,medium,medium,42.47,0.223,1.97,0.72,0
CYC_0277,EXC002,OP_NOV_002,2026-08-10T10:16:31,excavation,medium,medium,41.74,0.232,1.99,0.89,0
CYC_0278,EXC003,OP_EXP_003,2026-08-10T10:17:18,excavation,medium,medium,36.39,0.178,1.95,1.01,0
CYC_0279,EXC004,OP_NOV_002,2026-08-10T10:18:00,excavation,medium,medium,37.45,0.2,1.93,0.68,0
CYC_0280,EXC005,OP_NOV_004,2026-08-10T10:18:43,excavation,medium,medium,42.14,0.218,1.91,0.8,0
CYC_0281,EXC001,OP_EXP_003,2026-08-10T10:19:31,excavation,medium,medium,35.84,0.18,1.94,1.09,0
CYC_0282,EXC002,OP_NOV_002,2026-08-10T10:20:12,excavation,medium,medium,39.28,0.218,1.93,1.0,0
CYC_0283,EXC003,OP_NOV_002,2026-08-10T10:20:57,excavation,medium,medium,40.22,0.204,1.98,0.71,0
CYC_0284,EXC004,OP_NOV_004,2026-08-10T10:21:43,excavation,medium,heavy,46.24,0.246,2.37,0.93,0
CYC_0285,EXC005,OP_NOV_002,2026-08-10T10:22:35,excavation,medium,heavy,40.19,0.208,2.39,0.55,0
CYC_0286,EXC001,OP_NOV_002,2026-08-10T10:23:21,excavation,medium,heavy,44.63,0.234,2.4,0.74,0
CYC_0287,EXC002,OP_NOV_004,2026-08-10T10:24:11,excavation,medium,heavy,44.47,0.246,2.45,0.62,0
CYC_0288,EXC003,OP_NOV_004,2026-08-10T10:25:01,excavation,medium,heavy,41.95,0.213,2.35,0.77,0
CYC_0289,EXC004,OP_NOV_002,2026-08-10T10:25:48,excavation,medium,heavy,39.91,0.213,2.4,0.86,0
CYC_0290,EXC005,OP_NOV_002,2026-08-10T10:26:33,excavation,medium,heavy,40.39,0.209,2.4,0.62,0
CYC_0291,EXC001,OP_NOV_004,2026-08-10T10:27:19,excavation,medium,heavy,43.76,0.229,2.32,0.73,0
CYC_0292,EXC002,OP_NOV_002,2026-08-10T10:28:08,excavation,medium,heavy,44.44,0.247,2.31,1.2,0
CYC_0293,EXC003,OP_EXP_002,2026-08-10T10:28:58,excavation,medium,heavy,38.57,0.187,2.39,0.64,0
CYC_0294,EXC004,OP_EXP_002,2026-08-10T10:29:42,excavation,medium,heavy,37.2,0.189,2.37,0.72,0
CYC_0295,EXC005,OP_EXP_002,2026-08-10T10:30:25,excavation,medium,heavy,37.18,0.184,2.37,0.7,0
CYC_0296,EXC001,OP_EXP_002,2026-08-10T10:31:08,excavation,medium,heavy,37.29,0.186,2.38,0.87,0
CYC_0297,EXC002,OP_NOV_002,2026-08-10T10:31:51,excavation,medium,heavy,44.32,0.246,2.42,0.89,0
CYC_0298,EXC003,OP_EXP_002,2026-08-10T10:32:41,excavation,medium,heavy,37.91,0.184,2.38,0.8,0
CYC_0299,EXC004,OP_NOV_004,2026-08-10T10:33:24,excavation,medium,heavy,43.63,0.233,2.42,0.56,0
CYC_0300,EXC005,OP_NOV_004,2026-08-10T10:34:13,excavation,medium,heavy,40.87,0.211,2.41,0.57,0
CYC_0301,EXC001,OP_EXP_002,2026-08-10T10:34:59,excavation,medium,heavy,38.87,0.194,2.38,0.97,0
CYC_0302,EXC002,OP_NOV_004,2026-08-10T10:35:43,excavation,medium,heavy,47.2,0.261,2.5,0.79,0
CYC_0303,EXC003,OP_EXP_002,2026-08-10T10:36:36,excavation,medium,heavy,38.18,0.185,2.44,1.07,0
CYC_0304,EXC004,OP_EXP_001,2026-08-10T10:37:20,trenching,hard,medium,38.04,0.194,1.96,0.73,0
CYC_0305,EXC005,OP_EXP_001,2026-08-10T10:38:04,trenching,hard,medium,38.21,0.189,1.93,0.65,0
CYC_0306,EXC001,OP_NOV_003,2026-08-10T10:38:48,trenching,hard,medium,40.41,0.21,1.91,0.71,0
CYC_0307,EXC002,OP_NOV_003,2026-08-10T10:39:34,trenching,hard,medium,42.81,0.236,1.98,0.75,0
CYC_0308,EXC003,OP_EXP_001,2026-08-10T10:40:22,trenching,hard,medium,38.3,0.185,1.92,0.84,0
CYC_0309,EXC004,OP_EXP_001,2026-08-10T10:41:06,trenching,hard,medium,38.71,0.197,1.97,0.78,0
CYC_0310,EXC005,OP_EXP_001,2026-08-10T10:41:50,trenching,hard,medium,39.94,0.197,1.96,0.86,0
CYC_0311,EXC001,OP_EXP_001,2026-08-10T10:42:35,trenching,hard,medium,38.76,0.193,1.95,0.59,0
CYC_0312,EXC002,OP_EXP_003,2026-08-10T10:43:19,trenching,hard,medium,37.57,0.2,1.94,1.03,0
CYC_0313,EXC003,OP_EXP_001,2026-08-10T10:44:02,trenching,hard,medium,37.97,0.184,1.96,0.89,0
CYC_0314,EXC004,OP_NOV_001,2026-08-10T10:44:45,trenching,hard,heavy,40.04,0.21,2.37,0.66,0
CYC_0315,EXC005,OP_EXP_001,2026-08-10T10:45:31,trenching,hard,heavy,41.64,0.206,2.4,0.47,0
CYC_0316,EXC001,OP_EXP_003,2026-08-10T10:46:18,trenching,hard,heavy,40.42,0.203,2.41,0.64,0
CYC_0317,EXC002,OP_NOV_001,2026-08-10T10:47:04,trenching,hard,heavy,44.21,0.241,2.41,0.49,0
CYC_0318,EXC003,OP_EXP_003,2026-08-10T10:47:54,trenching,hard,heavy,39.84,0.194,2.42,0.57,0
CYC_0319,EXC004,OP_EXP_001,2026-08-10T10:48:39,trenching,hard,heavy,41.73,0.212,2.42,0.53,0
CYC_0320,EXC005,OP_NOV_001,2026-08-10T10:49:26,trenching,hard,heavy,38.24,0.195,2.42,0.54,0
CYC_0321,EXC001,OP_EXP_001,2026-08-10T10:50:10,trenching,hard,heavy,41.21,0.206,2.39,1.19,0
CYC_0322,EXC002,OP_NOV_001,2026-08-10T10:50:57,trenching,hard,heavy,39.89,0.218,2.43,0.85,0
CYC_0323,EXC003,OP_NOV_001,2026-08-10T10:51:42,trenching,hard,heavy,39.61,0.198,2.38,1.02,0
CYC_0324,EXC004,OP_EXP_002,2026-08-10T10:52:27,excavation,hard,heavy,39.53,0.201,2.43,0.82,0
CYC_0325,EXC005,OP_EXP_002,2026-08-10T10:53:12,excavation,hard,heavy,37.72,0.186,2.44,0.95,0
CYC_0326,EXC001,OP_EXP_002,2026-08-10T10:53:55,excavation,hard,heavy,40.3,0.201,2.39,0.93,0
CYC_0327,EXC002,OP_EXP_002,2026-08-10T10:54:41,excavation,hard,heavy,38.72,0.205,2.4,1.19,0
CYC_0328,EXC003,OP_EXP_002,2026-08-10T10:55:25,excavation,hard,heavy,38.88,0.188,2.44,0.85,0
CYC_0329,EXC004,OP_EXP_002,2026-08-10T10:56:09,excavation,hard,heavy,38.38,0.195,2.43,0.81,0
CYC_0330,EXC005,OP_EXP_002,2026-08-10T10:56:53,excavation,hard,heavy,38.9,0.192,2.4,0.92,0
CYC_0331,EXC001,OP_EXP_002,2026-08-10T10:57:37,excavation,hard,heavy,39.45,0.197,2.44,0.47,0
CYC_0332,EXC002,OP_EXP_002,2026-08-10T10:58:22,excavation,hard,heavy,37.68,0.199,2.41,1.04,0
CYC_0333,EXC003,OP_EXP_002,2026-08-10T10:59:05,excavation,hard,heavy,39.81,0.193,2.38,0.44,0
CYC_0334,EXC004,OP_EXP_002,2026-08-10T10:59:50,excavation,hard,heavy,38.97,0.198,2.43,0.97,0
CYC_0335,EXC005,OP_EXP_002,2026-08-10T11:00:34,excavation,hard,heavy,39.16,0.194,2.43,0.74,0
CYC_0336,EXC001,OP_EXP_002,2026-08-10T11:01:19,excavation,hard,heavy,38.77,0.194,2.37,1.37,0
CYC_0337,EXC002,OP_EXP_002,2026-08-10T11:02:03,excavation,hard,heavy,39.56,0.209,2.44,0.39,0
CYC_0338,EXC003,OP_EXP_002,2026-08-10T11:02:48,excavation,hard,heavy,38.42,0.186,2.41,0.36,0
CYC_0339,EXC004,OP_EXP_002,2026-08-10T11:03:32,excavation,hard,heavy,39.25,0.2,2.42,1.01,0
CYC_0340,EXC005,OP_EXP_002,2026-08-10T11:04:17,excavation,hard,heavy,40.43,0.2,2.41,1.0,0
CYC_0341,EXC001,OP_EXP_002,2026-08-10T11:05:03,excavation,hard,heavy,39.04,0.195,2.39,0.72,0
CYC_0342,EXC002,OP_EXP_002,2026-08-10T11:05:48,excavation,hard,heavy,39.02,0.206,2.38,0.98,0
CYC_0343,EXC003,OP_EXP_002,2026-08-10T11:06:33,excavation,hard,heavy,39.64,0.192,2.42,0.33,0
CYC_0344,EXC004,OP_EXP_002,2026-08-10T11:07:18,excavation,hard,heavy,39.88,0.203,2.4,0.79,0
CYC_0345,EXC005,OP_EXP_002,2026-08-10T11:08:03,excavation,hard,heavy,39.42,0.195,2.41,0.4,0
CYC_0346,EXC001,OP_EXP_003,2026-08-10T11:08:48,excavation,hard,heavy,41.04,0.206,2.38,0.56,0
CYC_0347,EXC002,OP_NOV_004,2026-08-10T11:09:35,excavation,hard,heavy,42.95,0.238,2.42,0.46,0
CYC_0348,EXC003,OP_NOV_002,2026-08-10T11:10:23,excavation,hard,heavy,44.24,0.225,2.4,0.75,0
CYC_0349,EXC004,OP_NOV_004,2026-08-10T11:11:13,excavation,hard,heavy,44.47,0.237,2.42,0.6,0
CYC_0350,EXC005,OP_NOV_004,2026-08-10T11:12:03,excavation,hard,heavy,43.71,0.226,2.43,0.63,0
CYC_0351,EXC001,OP_NOV_002,2026-08-10T11:12:52,excavation,hard,heavy,44.35,0.232,2.42,1.26,0
CYC_0352,EXC002,OP_NOV_002,2026-08-10T11:13:42,excavation,hard,heavy,44.76,0.249,2.34,0.97,0
CYC_0353,EXC003,OP_NOV_002,2026-08-10T11:14:32,excavation,hard,heavy,46.61,0.237,2.38,1.23,0
CYC_0354,EXC004,OP_EXP_003,2026-08-10T11:15:24,excavation,hard,heavy,40.19,0.206,2.39,0.87,0
CYC_0355,EXC005,OP_NOV_004,2026-08-10T11:16:10,excavation,hard,heavy,45.41,0.235,2.36,0.64,0
CYC_0356,EXC001,OP_NOV_004,2026-08-10T11:17:01,excavation,hard,heavy,45.56,0.238,2.38,0.44,0
CYC_0357,EXC002,OP_NOV_004,2026-08-10T11:17:52,excavation,hard,heavy,44.89,0.249,2.4,0.69,0
CYC_0358,EXC003,OP_NOV_004,2026-08-10T11:18:42,excavation,hard,heavy,44.22,0.224,2.43,0.23,0
CYC_0359,EXC004,OP_NOV_004,2026-08-10T11:19:32,excavation,hard,heavy,45.26,0.241,2.4,0.97,0
CYC_0360,EXC005,OP_EXP_003,2026-08-10T11:20:23,excavation,hard,heavy,40.01,0.199,2.39,0.63,0
CYC_0361,EXC001,OP_NOV_002,2026-08-10T11:21:09,excavation,hard,heavy,44.49,0.233,2.39,0.98,0
CYC_0362,EXC002,OP_EXP_003,2026-08-10T11:21:59,excavation,hard,heavy,39.21,0.209,2.38,0.69,0
CYC_0363,EXC003,OP_EXP_003,2026-08-10T11:22:44,excavation,hard,heavy,40.24,0.196,2.4,0.81,0
CYC_0364,EXC004,OP_EXP_003,2026-08-10T11:23:30,excavation,hard,heavy,39.99,0.205,2.4,0.66,0
CYC_0365,EXC005,OP_EXP_002,2026-08-10T11:24:15,excavation,hard,medium,39.53,0.195,1.94,1.57,0
CYC_0366,EXC001,OP_EXP_002,2026-08-10T11:25:00,excavation,hard,medium,39.26,0.196,1.96,0.57,0
CYC_0367,EXC002,OP_NOV_005,2026-08-10T11:25:45,excavation,hard,medium,36.23,0.198,1.96,0.59,0
CYC_0368,EXC003,OP_NOV_004,2026-08-10T11:26:27,excavation,hard,medium,41.74,0.212,1.99,0.46,0
CYC_0369,EXC004,OP_EXP_002,2026-08-10T11:27:14,excavation,hard,medium,36.94,0.188,1.95,0.81,0
CYC_0370,EXC005,OP_NOV_002,2026-08-10T11:27:56,excavation,hard,medium,41.88,0.217,1.94,0.97,0
CYC_0371,EXC001,OP_NOV_002,2026-08-10T11:28:43,excavation,hard,medium,41.93,0.22,1.94,0.92,0
CYC_0372,EXC002,OP_NOV_002,2026-08-10T11:29:30,excavation,hard,medium,38.76,0.215,1.97,0.82,0
CYC_0373,EXC003,OP_NOV_005,2026-08-10T11:30:14,excavation,hard,medium,42.72,0.214,1.93,1.14,0
CYC_0374,EXC004,OP_NOV_002,2026-08-10T11:31:02,excavation,hard,medium,38.0,0.203,1.94,0.88,0
CYC_0375,EXC005,OP_NOV_005,2026-08-10T11:31:45,excavation,hard,medium,42.24,0.216,1.93,0.66,0
CYC_0376,EXC001,OP_NOV_002,2026-08-10T11:32:33,excavation,hard,medium,37.52,0.197,1.95,0.95,0
CYC_0377,EXC002,OP_NOV_004,2026-08-10T11:33:16,excavation,hard,medium,40.85,0.226,1.92,0.92,0
CYC_0378,EXC003,OP_NOV_005,2026-08-10T11:34:02,excavation,hard,medium,40.82,0.204,1.94,0.55,0
CYC_0379,EXC004,OP_NOV_002,2026-08-10T11:34:48,excavation,hard,medium,39.59,0.212,1.94,0.35,0
CYC_0380,EXC005,OP_EXP_002,2026-08-10T11:35:33,excavation,hard,medium,38.5,0.19,1.92,0.83,0
CYC_0381,EXC001,OP_NOV_005,2026-08-10T11:36:17,excavation,hard,medium,42.37,0.219,1.98,0.55,0
CYC_0382,EXC002,OP_EXP_002,2026-08-10T11:37:05,excavation,hard,medium,37.94,0.201,1.92,0.98,0
CYC_0383,EXC003,OP_EXP_002,2026-08-10T11:37:48,excavation,hard,medium,38.17,0.185,1.92,1.12,0
CYC_0384,EXC004,OP_EXP_002,2026-08-10T11:38:32,excavation,hard,medium,38.15,0.194,1.97,0.59,0
