phase_id,cycle_id,phase_name,phase_order,duration_seconds
CYC_0100_P4,CYC_0100,DUMP,4,5.35
CYC_0100_P5,CYC_0100,REPOSITION,5,8.8
CYC_0101_P1,CYC_0101,DIG,1,8.21
CYC_0101_P2,CYC_0101,LIFT,2,6.24
CYC_0101_P3,CYC_0101,SWING,3,8.15
CYC_0101_P4,CYC_0101,DUMP,4,4.3
CYC_0101_P5,CYC_0101,REPOSITION,5,10.65
CYC_0102_P1,CYC_0102,DIG,1,10.3
CYC_0102_P2,CYC_0102,LIFT,2,6.29
CYC_0102_P3,CYC_0102,SWING,3,7.43
CYC_0102_P4,CYC_0102,DUMP,4,6.4
CYC_0102_P5,CYC_0102,REPOSITION,5,14.59
CYC_0103_P1,CYC_0103,DIG,1,9.75
CYC_0103_P2,CYC_0103,LIFT,2,5.96
CYC_0103_P3,CYC_0103,SWING,3,7.79
CYC_0103_P4,CYC_0103,DUMP,4,5.12
CYC_0103_P5,CYC_0103,REPOSITION,5,12.13
CYC_0104_P1,CYC_0104,DIG,1,8.1
CYC_0104_P2,CYC_0104,LIFT,2,6.14
CYC_0104_P3,CYC_0104,SWING,3,7.55
CYC_0104_P4,CYC_0104,DUMP,4,6.09
CYC_0104_P5,CYC_0104,REPOSITION,5,11.94
CYC_0105_P1,CYC_0105,DIG,1,10.27
CYC_0105_P2,CYC_0105,LIFT,2,5.91
CYC_0105_P3,CYC_0105,SWING,3,6.69
CYC_0105_P4,CYC_0105,DUMP,4,5.61
CYC_0105_P5,CYC_0105,REPOSITION,5,9.6
CYC_0106_P1,CYC_0106,DIG,1,9.44
CYC_0106_P2,CYC_0106,LIFT,2,5.67
CYC_0106_P3,CYC_0106,SWING,3,7.13
CYC_0106_P4,CYC_0106,DUMP,4,5.58
CYC_0106_P5,CYC_0106,REPOSITION,5,7.76
CYC_0107_P1,CYC_0107,DIG,1,7.95
CYC_0107_P2,CYC_0107,LIFT,2,5.61
CYC_0107_P3,CYC_0107,SWING,3,6.59
CYC_0107_P4,CYC_0107,DUMP,4,5.38
CYC_0107_P5,CYC_0107,REPOSITION,5,9.21
CYC_0108_P1,CYC_0108,DIG,1,9.41
CYC_0108_P2,CYC_0108,LIFT,2,5.29
CYC_0108_P3,CYC_0108,SWING,3,6.48
CYC_0108_P4,CYC_0108,DUMP,4,5.43
CYC_0108_P5,CYC_0108,REPOSITION,5,7.66
CYC_0109_P1,CYC_0109,DIG,1,9.5
CYC_0109_P2,CYC_0109,LIFT,2,5.74
CYC_0109_P3,CYC_0109,SWING,3,6.91
CYC_0109_P4,CYC_0109,DUMP,4,5.18
CYC_0109_P5,CYC_0109,REPOSITION,5,8.23
CYC_0110_P1,CYC_0110,DIG,1,8.81
CYC_0110_P2,CYC_0110,LIFT,2,6.08
CYC_0110_P3,CYC_0110,SWING,3,7.41
CYC_0110_P4,CYC_0110,DUMP,4,6.05
CYC_0110_P5,CYC_0110,REPOSITION,5,7.27
CYC_0111_P1,CYC_0111,DIG,1,9.55
CYC_0111_P2,CYC_0111,LIFT,2,5.74
CYC_0111_P3,CYC_0111,SWING,3,6.59
CYC_0111_P4,CYC_0111,DUMP,4,5.21
CYC_0111_P5,CYC_0111,REPOSITION,5,9.82
CYC_0112_P1,CYC_0112,DIG,1,8.08
CYC_0112_P2,CYC_0112,LIFT,2,5.88
CYC_0112_P3,CYC_0112,SWING,3,6.93
CYC_0112_P4,CYC_0112,DUMP,4,5.14
CYC_0112_P5,CYC_0112,REPOSITION,5,8.73
CYC_0113_P1,CYC_0113,DIG,1,8.59
CYC_0113_P2,CYC_0113,LIFT,2,5.5
CYC_0113_P3,CYC_0113,SWING,3,5.42
CYC_0113_P4,CYC_0113,DUMP,4,6.02
CYC_0113_P5,CYC_0113,REPOSITION,5,7.73
CYC_0114_P1,CYC_0114,DIG,1,8.87
CYC_0114_P2,CYC_0114,LIFT,2,5.68
CYC_0114_P3,CYC_0114,SWING,3,7.3
CYC_0114_P4,CYC_0114,DUMP,4,6.24
CYC_0114_P5,CYC_0114,REPOSITION,5,9.71
CYC_0115_P1,CYC_0115,DIG,1,8.08
CYC_0115_P2,CYC_0115,LIFT,2,5.79
CYC_0115_P3,CYC_0115,SWING,3,6.77
CYC_0115_P4,CYC_0115,DUMP,4,5.87
CYC_0115_P5,CYC_0115,REPOSITION,5,9.37
CYC_0116_P1,CYC_0116,DIG,1,9.5
CYC_0116_P2,CYC_0116,LIFT,2,6.18
CYC_0116_P3,CYC_0116,SWING,3,7.94
CYC_0116_P4,CYC_0116,DUMP,4,5.09
CYC_0116_P5,CYC_0116,REPOSITION,5,10.71
CYC_0117_P1,CYC_0117,DIG,1,7.22
CYC_0117_P2,CYC_0117,LIFT,2,5.24
CYC_0117_P3,CYC_0117,SWING,3,6.11
CYC_0117_P4,CYC_0117,DUMP,4,4.51
CYC_0117_P5,CYC_0117,REPOSITION,5,11.81
CYC_0118_P1,CYC_0118,DIG,1,7.89
CYC_0118_P2,CYC_0118,LIFT,2,5.75
CYC_0118_P3,CYC_0118,SWING,3,7.75
CYC_0118_P4,CYC_0118,DUMP,4,6.15
CYC_0118_P5,CYC_0118,REPOSITION,5,11.64
CYC_0119_P1,CYC_0119,DIG,1,7.82
CYC_0119_P2,CYC_0119,LIFT,2,5.76
CYC_0119_P3,CYC_0119,SWING,3,6.46
CYC_0119_P4,CYC_0119,DUMP,4,5.6
CYC_0119_P5,CYC_0119,REPOSITION,5,8.34
CYC_0120_P1,CYC_0120,DIG,1,7.41
CYC_0120_P2,CYC_0120,LIFT,2,4.77
CYC_0120_P3,CYC_0120,SWING,3,7.1
CYC_0120_P4,CYC_0120,DUMP,4,5.99
CYC_0120_P5,CYC_0120,REPOSITION,5,9.41
CYC_0121_P1,CYC_0121,DIG,1,8.64
CYC_0121_P2,CYC_0121,LIFT,2,6.09
CYC_0121_P3,CYC_0121,SWING,3,5.96
CYC_0121_P4,CYC_0121,DUMP,4,5.28
CYC_0121_P5,CYC_0121,REPOSITION,5,7.5
CYC_0122_P1,CYC_0122,DIG,1,7.3
CYC_0122_P2,CYC_0122,LIFT,2,6.25
CYC_0122_P3,CYC_0122,SWING,3,7.06
CYC_0122_P4,CYC_0122,DUMP,4,6.26
CYC_0122_P5,CYC_0122,REPOSITION,5,12.05
CYC_0123_P1,CYC_0123,DIG,1,7.99
CYC_0123_P2,CYC_0123,LIFT,2,5.72
CYC_0123_P3,CYC_0123,SWING,3,6.57
CYC_0123_P4,CYC_0123,DUMP,4,5.76
CYC_0123_P5,CYC_0123,REPOSITION,5,8.79
CYC_0124_P1,CYC_0124,DIG,1,7.7
CYC_0124_P2,CYC_0124,LIFT,2,6.8
CYC_0124_P3,CYC_0124,SWING,3,8.38
CYC_0124_P4,CYC_0124,DUMP,4,6.22
CYC_0124_P5,CYC_0124,REPOSITION,5,10.18
CYC_0125_P1,CYC_0125,DIG,1,9.38
CYC_0125_P2,CYC_0125,LIFT,2,6.12
CYC_0125_P3,CYC_0125,SWING,3,6.72
CYC_0125_P4,CYC_0125,DUMP,4,6.18
CYC_0125_P5,CYC_0125,REPOSITION,5,10.27
CYC_0126_P1,CYC_0126,DIG,1,8.54
CYC_0126_P2,CYC_0126,LIFT,2,6.06
CYC_0126_P3,CYC_0126,SWING,3,6.66
CYC_0126_P4,CYC_0126,DUMP,4,6.11
CYC_0126_P5,CYC_0126,REPOSITION,5,7.83
CYC_0127_P1,CYC_0127,DIG,1,7.41
CYC_0127_P2,CYC_0127,LIFT,2,5.22
CYC_0127_P3,CYC_0127,SWING,3,6.31
CYC_0127_P4,CYC_0127,DUMP,4,5.6
CYC_0127_P5,CYC_0127,REPOSITION,5,9.17
CYC_0128_P1,CYC_0128,DIG,1,7.25
CYC_0128_P2,CYC_0128,LIFT,2,5.48
CYC_0128_P3,CYC_0128,SWING,3,6.13
CYC_0128_P4,CYC_0128,DUMP,4,5.63
CYC_0128_P5,CYC_0128,REPOSITION,5,9.51
CYC_0129_P1,CYC_0129,DIG,1,9.83
CYC_0129_P2,CYC_0129,LIFT,2,5.49
CYC_0129_P3,CYC_0129,SWING,3,7.51
CYC_0129_P4,CYC_0129,DUMP,4,6.37
CYC_0129_P5,CYC_0129,REPOSITION,5,11.67
CYC_0130_P1,CYC_0130,DIG,1,6.9
CYC_0130_P2,CYC_0130,LIFT,2,5.48
CYC_0130_P3,CYC_0130,SWING,3,6.0
CYC_0130_P4,CYC_0130,DUMP,4,5.38
CYC_0130_P5,CYC_0130,REPOSITION,5,8.79
CYC_0131_P1,CYC_0131,DIG,1,7.6
CYC_0131_P2,CYC_0131,LIFT,2,5.03
CYC_0131_P3,CYC_0131,SWING,3,6.11
CYC_0131_P4,CYC_0131,DUMP,4,6.08
CYC_0131_P5,CYC_0131,REPOSITION,5,8.29
CYC_0132_P1,CYC_0132,DIG,1,7.33
CYC_0132_P2,CYC_0132,LIFT,2,5.25
CYC_0132_P3,CYC_0132,SWING,3,6.24
CYC_0132_P4,CYC_0132,DUMP,4,6.07
CYC_0132_P5,CYC_0132,REPOSITION,5,8.77
CYC_0133_P1,CYC_0133,DIG,1,7.9
CYC_0133_P2,CYC_0133,LIFT,2,5.04
CYC_0133_P3,CYC_0133,SWING,3,6.14
CYC_0133_P4,CYC_0133,DUMP,4,5.29
CYC_0133_P5,CYC_0133,REPOSITION,5,7.66
CYC_0134_P1,CYC_0134,DIG,1,7.77
CYC_0134_P2,CYC_0134,LIFT,2,5.33
CYC_0134_P3,CYC_0134,SWING,3,5.96
CYC_0134_P4,CYC_0134,DUMP,4,5.54
CYC_0134_P5,CYC_0134,REPOSITION,5,9.63
CYC_0135_P1,CYC_0135,DIG,1,9.07
CYC_0135_P2,CYC_0135,LIFT,2,5.33
CYC_0135_P3,CYC_0135,SWING,3,6.86
CYC_0135_P4,CYC_0135,DUMP,4,6.43
CYC_0135_P5,CYC_0135,REPOSITION,5,12.08
CYC_0136_P1,CYC_0136,DIG,1,7.96
CYC_0136_P2,CYC_0136,LIFT,2,5.08
CYC_0136_P3,CYC_0136,SWING,3,6.32
CYC_0136_P4,CYC_0136,DUMP,4,5.65
CYC_0136_P5,CYC_0136,REPOSITION,5,10.98
CYC_0137_P1,CYC_0137,DIG,1,8.57
CYC_0137_P2,CYC_0137,LIFT,2,5.46
CYC_0137_P3,CYC_0137,SWING,3,6.77
CYC_0137_P4,CYC_0137,DUMP,4,5.66
CYC_0137_P5,CYC_0137,REPOSITION,5,8.82
CYC_0138_P1,CYC_0138,DIG,1,8.24
CYC_0138_P2,CYC_0138,LIFT,2,5.39
CYC_0138_P3,CYC_0138,SWING,3,7.28
CYC_0138_P4,CYC_0138,DUMP,4,5.84
CYC_0138_P5,CYC_0138,REPOSITION,5,9.62
CYC_0139_P1,CYC_0139,DIG,1,8.41
CYC_0139_P2,CYC_0139,LIFT,2,5.37
CYC_0139_P3,CYC_0139,SWING,3,6.31
CYC_0139_P4,CYC_0139,DUMP,4,5.39
CYC_0139_P5,CYC_0139,REPOSITION,5,11.08
CYC_0140_P1,CYC_0140,DIG,1,8.28
CYC_0140_P2,CYC_0140,LIFT,2,5.64
CYC_0140_P3,CYC_0140,SWING,3,6.62
CYC_0140_P4,CYC_0140,DUMP,4,5.28
CYC_0140_P5,CYC_0140,REPOSITION,5,10.44
CYC_0141_P1,CYC_0141,DIG,1,9.06
CYC_0141_P2,CYC_0141,LIFT,2,6.0
CYC_0141_P3,CYC_0141,SWING,3,6.23
CYC_0141_P4,CYC_0141,DUMP,4,6.13
CYC_0141_P5,CYC_0141,REPOSITION,5,12.16
CYC_0142_P1,CYC_0142,DIG,1,7.0
CYC_0142_P2,CYC_0142,LIFT,2,6.63
CYC_0142_P3,CYC_0142,SWING,3,7.22
CYC_0142_P4,CYC_0142,DUMP,4,6.38
CYC_0142_P5,CYC_0142,REPOSITION,5,10.12
CYC_0143_P1,CYC_0143,DIG,1,8.44
CYC_0143_P2,CYC_0143,LIFT,2,5.84
CYC_0143_P3,CYC_0143,SWING,3,6.79
CYC_0143_P4,CYC_0143,DUMP,4,5.87
CYC_0143_P5,CYC_0143,REPOSITION,5,9.07
CYC_0144_P1,CYC_0144,DIG,1,8.89
CYC_0144_P2,CYC_0144,LIFT,2,6.16
CYC_0144_P3,CYC_0144,SWING,3,6.26
CYC_0144_P4,CYC_0144,DUMP,4,5.95
CYC_0144_P5,CYC_0144,REPOSITION,5,12.95
CYC_0145_P1,CYC_0145,DIG,1,8.1
CYC_0145_P2,CYC_0145,LIFT,2,5.68
CYC_0145_P3,CYC_0145,SWING,3,6.85
CYC_0145_P4,CYC_0145,DUMP,4,5.6
CYC_0145_P5,CYC_0145,REPOSITION,5,9.14
CYC_0146_P1,CYC_0146,DIG,1,11.72
CYC_0146_P2,CYC_0146,LIFT,2,6.59
CYC_0146_P3,CYC_0146,SWING,3,6.97
CYC_0146_P4,CYC_0146,DUMP,4,5.7
CYC_0146_P5,CYC_0146,REPOSITION,5,12.54
CYC_0147_P1,CYC_0147,DIG,1,9.26
CYC_0147_P2,CYC_0147,LIFT,2,6.28
CYC_0147_P3,CYC_0147,SWING,3,6.54
CYC_0147_P4,CYC_0147,DUMP,4,6.49
CYC_0147_P5,CYC_0147,REPOSITION,5,10.59
CYC_0148_P1,CYC_0148,DIG,1,8.57
CYC_0148_P2,CYC_0148,LIFT,2,5.65
CYC_0148_P3,CYC_0148,SWING,3,7.13
CYC_0148_P4,CYC_0148,DUMP,4,5.62
CYC_0148_P5,CYC_0148,REPOSITION,5,8.32
CYC_0149_P1,CYC_0149,DIG,1,10.07
CYC_0149_P2,CYC_0149,LIFT,2,6.31
CYC_0149_P3,CYC_0149,SWING,3,6.18
CYC_0149_P4,CYC_0149,DUMP,4,6.29
CYC_0149_P5,CYC_0149,REPOSITION,5,10.96
CYC_0150_P1,CYC_0150,DIG,1,8.58
CYC_0150_P2,CYC_0150,LIFT,2,7.07
CYC_0150_P3,CYC_0150,SWING,3,6.7
CYC_0150_P4,CYC_0150,DUMP,4,5.27
CYC_0150_P5,CYC_0150,REPOSITION,5,11.27
CYC_0151_P1,CYC_0151,DIG,1,9.28
CYC_0151_P2,CYC_0151,LIFT,2,6.68
CYC_0151_P3,CYC_0151,SWING,3,6.51
CYC_0151_P4,CYC_0151,DUMP,4,5.29
CYC_0151_P5,CYC_0151,REPOSITION,5,9.89
CYC_0152_P1,CYC_0152,DIG,1,9.0
CYC_0152_P2,CYC_0152,LIFT,2,5.82
CYC_0152_P3,CYC_0152,SWING,3,7.09
CYC_0152_P4,CYC_0152,DUMP,4,5.55
CYC_0152_P5,CYC_0152,REPOSITION,5,7.75
CYC_0153_P1,CYC_0153,DIG,1,8.16
CYC_0153_P2,CYC_0153,LIFT,2,5.64
CYC_0153_P3,CYC_0153,SWING,3,6.9
CYC_0153_P4,CYC_0153,DUMP,4,5.58
CYC_0153_P5,CYC_0153,REPOSITION,5,7.99
CYC_0154_P1,CYC_0154,DIG,1,8.39
CYC_0154_P2,CYC_0154,LIFT,2,6.86
CYC_0154_P3,CYC_0154,SWING,3,7.61
CYC_0154_P4,CYC_0154,DUMP,4,5.13
CYC_0154_P5,CYC_0154,REPOSITION,5,11.01
CYC_0155_P1,CYC_0155,DIG,1,9.32
CYC_0155_P2,CYC_0155,LIFT,2,5.64
CYC_0155_P3,CYC_0155,SWING,3,6.41
CYC_0155_P4,CYC_0155,DUMP,4,6.49
CYC_0155_P5,CYC_0155,REPOSITION,5,10.01
CYC_0156_P1,CYC_0156,DIG,1,7.2
CYC_0156_P2,CYC_0156,LIFT,2,7.28
CYC_0156_P3,CYC_0156,SWING,3,7.88
CYC_0156_P4,CYC_0156,DUMP,4,5.01
CYC_0156_P5,CYC_0156,REPOSITION,5,11.3
CYC_0157_P1,CYC_0157,DIG,1,8.04
CYC_0157_P2,CYC_0157,LIFT,2,5.89
CYC_0157_P3,CYC_0157,SWING,3,6.6
CYC_0157_P4,CYC_0157,DUMP,4,5.6
CYC_0157_P5,CYC_0157,REPOSITION,5,9.53
CYC_0158_P1,CYC_0158,DIG,1,8.33
CYC_0158_P2,CYC_0158,LIFT,2,5.76
CYC_0158_P3,CYC_0158,SWING,3,7.21
CYC_0158_P4,CYC_0158,DUMP,4,6.04
CYC_0158_P5,CYC_0158,REPOSITION,5,8.53
CYC_0159_P1,CYC_0159,DIG,1,9.37
CYC_0159_P2,CYC_0159,LIFT,2,6.63
CYC_0159_P3,CYC_0159,SWING,3,6.6
CYC_0159_P4,CYC_0159,DUMP,4,6.27
CYC_0159_P5,CYC_0159,REPOSITION,5,11.43
CYC_0160_P1,CYC_0160,DIG,1,8.2
CYC_0160_P2,CYC_0160,LIFT,2,5.63
CYC_0160_P3,CYC_0160,SWING,3,7.06
CYC_0160_P4,CYC_0160,DUMP,4,5.38
CYC_0160_P5,CYC_0160,REPOSITION,5,7.9
CYC_0161_P1,CYC_0161,DIG,1,8.8
CYC_0161_P2,CYC_0161,LIFT,2,5.73
CYC_0161_P3,CYC_0161,SWING,3,6.78
CYC_0161_P4,CYC_0161,DUMP,4,5.29
CYC_0161_P5,CYC_0161,REPOSITION,5,9.48
CYC_0162_P1,CYC_0162,DIG,1,9.52
CYC_0162_P2,CYC_0162,LIFT,2,5.24
CYC_0162_P3,CYC_0162,SWING,3,8.2
CYC_0162_P4,CYC_0162,DUMP,4,5.57
CYC_0162_P5,CYC_0162,REPOSITION,5,12.44
CYC_0163_P1,CYC_0163,DIG,1,8.54
CYC_0163_P2,CYC_0163,LIFT,2,5.57
CYC_0163_P3,CYC_0163,SWING,3,6.82
CYC_0163_P4,CYC_0163,DUMP,4,5.99
CYC_0163_P5,CYC_0163,REPOSITION,5,6.74
CYC_0164_P1,CYC_0164,DIG,1,10.25
CYC_0164_P2,CYC_0164,LIFT,2,6.2
CYC_0164_P3,CYC_0164,SWING,3,6.34
CYC_0164_P4,CYC_0164,DUMP,4,6.48
CYC_0164_P5,CYC_0164,REPOSITION,5,9.52
CYC_0165_P1,CYC_0165,DIG,1,10.63
CYC_0165_P2,CYC_0165,LIFT,2,6.46
CYC_0165_P3,CYC_0165,SWING,3,6.81
CYC_0165_P4,CYC_0165,DUMP,4,6.23
CYC_0165_P5,CYC_0165,REPOSITION,5,14.52
CYC_0166_P1,CYC_0166,DIG,1,7.73
CYC_0166_P2,CYC_0166,LIFT,2,6.99
CYC_0166_P3,CYC_0166,SWING,3,7.35
CYC_0166_P4,CYC_0166,DUMP,4,5.72
CYC_0166_P5,CYC_0166,REPOSITION,5,10.42
CYC_0167_P1,CYC_0167,DIG,1,7.71
CYC_0167_P2,CYC_0167,LIFT,2,6.07
CYC_0167_P3,CYC_0167,SWING,3,7.25
CYC_0167_P4,CYC_0167,DUMP,4,6.19
CYC_0167_P5,CYC_0167,REPOSITION,5,12.96
CYC_0168_P1,CYC_0168,DIG,1,8.91
CYC_0168_P2,CYC_0168,LIFT,2,6.04
CYC_0168_P3,CYC_0168,SWING,3,6.44
CYC_0168_P4,CYC_0168,DUMP,4,5.4
CYC_0168_P5,CYC_0168,REPOSITION,5,9.11
CYC_0169_P1,CYC_0169,DIG,1,9.03
CYC_0169_P2,CYC_0169,LIFT,2,4.94
CYC_0169_P3,CYC_0169,SWING,3,7.63
CYC_0169_P4,CYC_0169,DUMP,4,7.0
CYC_0169_P5,CYC_0169,REPOSITION,5,13.51
CYC_0170_P1,CYC_0170,DIG,1,11.29
CYC_0170_P2,CYC_0170,LIFT,2,6.21
CYC_0170_P3,CYC_0170,SWING,3,6.86
CYC_0170_P4,CYC_0170,DUMP,4,5.26
CYC_0170_P5,CYC_0170,REPOSITION,5,12.18
CYC_0171_P1,CYC_0171,DIG,1,8.25
CYC_0171_P2,CYC_0171,LIFT,2,5.66
CYC_0171_P3,CYC_0171,SWING,3,6.61
CYC_0171_P4,CYC_0171,DUMP,4,5.66
CYC_0171_P5,CYC_0171,REPOSITION,5,9.29
CYC_0172_P1,CYC_0172,DIG,1,9.54
CYC_0172_P2,CYC_0172,LIFT,2,6.13
CYC_0172_P3,CYC_0172,SWING,3,6.94
CYC_0172_P4,CYC_0172,DUMP,4,6.14
CYC_0172_P5,CYC_0172,REPOSITION,5,8.56
CYC_0173_P1,CYC_0173,DIG,1,8.44
CYC_0173_P2,CYC_0173,LIFT,2,5.88
CYC_0173_P3,CYC_0173,SWING,3,6.94
CYC_0173_P4,CYC_0173,DUMP,4,5.76
CYC_0173_P5,CYC_0173,REPOSITION,5,8.87
CYC_0174_P1,CYC_0174,DIG,1,8.57
CYC_0174_P2,CYC_0174,LIFT,2,6.59
CYC_0174_P3,CYC_0174,SWING,3,7.32
CYC_0174_P4,CYC_0174,DUMP,4,5.83
CYC_0174_P5,CYC_0174,REPOSITION,5,11.51
CYC_0175_P1,CYC_0175,DIG,1,8.84
CYC_0175_P2,CYC_0175,LIFT,2,6.35
CYC_0175_P3,CYC_0175,SWING,3,8.07
CYC_0175_P4,CYC_0175,DUMP,4,5.55
CYC_0175_P5,CYC_0175,REPOSITION,5,10.73
CYC_0176_P1,CYC_0176,DIG,1,10.54
CYC_0176_P2,CYC_0176,LIFT,2,5.46
CYC_0176_P3,CYC_0176,SWING,3,8.63
CYC_0176_P4,CYC_0176,DUMP,4,5.57
CYC_0176_P5,CYC_0176,REPOSITION,5,10.46
CYC_0177_P1,CYC_0177,DIG,1,9.75
CYC_0177_P2,CYC_0177,LIFT,2,5.51
CYC_0177_P3,CYC_0177,SWING,3,7.74
CYC_0177_P4,CYC_0177,DUMP,4,5.79
CYC_0177_P5,CYC_0177,REPOSITION,5,11.29
CYC_0178_P1,CYC_0178,DIG,1,9.63
CYC_0178_P2,CYC_0178,LIFT,2,5.5
CYC_0178_P3,CYC_0178,SWING,3,8.26
CYC_0178_P4,CYC_0178,DUMP,4,5.6
CYC_0178_P5,CYC_0178,REPOSITION,5,8.85
CYC_0179_P1,CYC_0179,DIG,1,8.47
CYC_0179_P2,CYC_0179,LIFT,2,6.24
CYC_0179_P3,CYC_0179,SWING,3,7.04
CYC_0179_P4,CYC_0179,DUMP,4,5.54
CYC_0179_P5,CYC_0179,REPOSITION,5,8.37
CYC_0180_P1,CYC_0180,DIG,1,8.51
CYC_0180_P2,CYC_0180,LIFT,2,5.77
CYC_0180_P3,CYC_0180,SWING,3,6.51
CYC_0180_P4,CYC_0180,DUMP,4,5.5
CYC_0180_P5,CYC_0180,REPOSITION,5,8.54
CYC_0181_P1,CYC_0181,DIG,1,8.94
CYC_0181_P2,CYC_0181,LIFT,2,6.21
CYC_0181_P3,CYC_0181,SWING,3,7.23
CYC_0181_P4,CYC_0181,DUMP,4,5.77
CYC_0181_P5,CYC_0181,REPOSITION,5,7.66
CYC_0182_P1,CYC_0182,DIG,1,8.33
CYC_0182_P2,CYC_0182,LIFT,2,5.89
CYC_0182_P3,CYC_0182,SWING,3,7.13
CYC_0182_P4,CYC_0182,DUMP,4,5.43
CYC_0182_P5,CYC_0182,REPOSITION,5,7.43
CYC_0183_P1,CYC_0183,DIG,1,9.39
CYC_0183_P2,CYC_0183,LIFT,2,7.25
CYC_0183_P3,CYC_0183,SWING,3,6.95
CYC_0183_P4,CYC_0183,DUMP,4,5.81
CYC_0183_P5,CYC_0183,REPOSITION,5,14.63
CYC_0184_P1,CYC_0184,DIG,1,8.93
CYC_0184_P2,CYC_0184,LIFT,2,5.48
CYC_0184_P3,CYC_0184,SWING,3,6.94
CYC_0184_P4,CYC_0184,DUMP,4,5.55
CYC_0184_P5,CYC_0184,REPOSITION,5,8.33
CYC_0185_P1,CYC_0185,DIG,1,8.21
CYC_0185_P2,CYC_0185,LIFT,2,5.81
CYC_0185_P3,CYC_0185,SWING,3,6.55
CYC_0185_P4,CYC_0185,DUMP,4,5.49
CYC_0185_P5,CYC_0185,REPOSITION,5,8.41
CYC_0186_P1,CYC_0186,DIG,1,7.8
CYC_0186_P2,CYC_0186,LIFT,2,5.99
CYC_0186_P3,CYC_0186,SWING,3,7.0
CYC_0186_P4,CYC_0186,DUMP,4,5.55
CYC_0186_P5,CYC_0186,REPOSITION,5,8.91
CYC_0187_P1,CYC_0187,DIG,1,8.42
CYC_0187_P2,CYC_0187,LIFT,2,5.38
CYC_0187_P3,CYC_0187,SWING,3,7.11
CYC_0187_P4,CYC_0187,DUMP,4,5.9
CYC_0187_P5,CYC_0187,REPOSITION,5,12.91
CYC_0188_P1,CYC_0188,DIG,1,10.52
CYC_0188_P2,CYC_0188,LIFT,2,7.04
CYC_0188_P3,CYC_0188,SWING,3,7.33
CYC_0188_P4,CYC_0188,DUMP,4,5.77
CYC_0188_P5,CYC_0188,REPOSITION,5,11.97
CYC_0189_P1,CYC_0189,DIG,1,7.35
CYC_0189_P2,CYC_0189,LIFT,2,5.29
CYC_0189_P3,CYC_0189,SWING,3,7.63
CYC_0189_P4,CYC_0189,DUMP,4,7.47
CYC_0189_P5,CYC_0189,REPOSITION,5,12.47
CYC_0190_P1,CYC_0190,DIG,1,8.4
CYC_0190_P2,CYC_0190,LIFT,2,5.99
CYC_0190_P3,CYC_0190,SWING,3,7.67
CYC_0190_P4,CYC_0190,DUMP,4,6.24
CYC_0190_P5,CYC_0190,REPOSITION,5,11.78
CYC_0191_P1,CYC_0191,DIG,1,8.06
CYC_0191_P2,CYC_0191,LIFT,2,5.36
CYC_0191_P3,CYC_0191,SWING,3,6.92
CYC_0191_P4,CYC_0191,DUMP,4,5.9
CYC_0191_P5,CYC_0191,REPOSITION,5,8.8
CYC_0192_P1,CYC_0192,DIG,1,7.55
CYC_0192_P2,CYC_0192,LIFT,2,5.8
CYC_0192_P3,CYC_0192,SWING,3,6.93
CYC_0192_P4,CYC_0192,DUMP,4,5.46
CYC_0192_P5,CYC_0192,REPOSITION,5,11.65
CYC_0193_P1,CYC_0193,DIG,1,11.14
CYC_0193_P2,CYC_0193,LIFT,2,6.74
CYC_0193_P3,CYC_0193,SWING,3,8.32
CYC_0193_P4,CYC_0193,DUMP,4,5.6
CYC_0193_P5,CYC_0193,REPOSITION,5,11.03
CYC_0194_P1,CYC_0194,DIG,1,8.08
CYC_0194_P2,CYC_0194,LIFT,2,5.8
CYC_0194_P3,CYC_0194,SWING,3,6.69
CYC_0194_P4,CYC_0194,DUMP,4,5.37
CYC_0194_P5,CYC_0194,REPOSITION,5,8.28
CYC_0195_P1,CYC_0195,DIG,1,9.59
CYC_0195_P2,CYC_0195,LIFT,2,6.2
CYC_0195_P3,CYC_0195,SWING,3,6.2
CYC_0195_P4,CYC_0195,DUMP,4,6.14
CYC_0195_P5,CYC_0195,REPOSITION,5,8.8
CYC_0196_P1,CYC_0196,DIG,1,8.3
CYC_0196_P2,CYC_0196,LIFT,2,5.82
CYC_0196_P3,CYC_0196,SWING,3,6.88
CYC_0196_P4,CYC_0196,DUMP,4,5.95
CYC_0196_P5,CYC_0196,REPOSITION,5,8.77
CYC_0197_P1,CYC_0197,DIG,1,8.96
CYC_0197_P2,CYC_0197,LIFT,2,6.4
CYC_0197_P3,CYC_0197,SWING,3,7.76
CYC_0197_P4,CYC_0197,DUMP,4,5.36
CYC_0197_P5,CYC_0197,REPOSITION,5,12.4
CYC_0198_P1,CYC_0198,DIG,1,8.53
CYC_0198_P2,CYC_0198,LIFT,2,5.57
CYC_0198_P3,CYC_0198,SWING,3,6.26
CYC_0198_P4,CYC_0198,DUMP,4,5.65
CYC_0198_P5,CYC_0198,REPOSITION,5,8.64
CYC_0199_P1,CYC_0199,DIG,1,10.31
CYC_0199_P2,CYC_0199,LIFT,2,6.3
CYC_0199_P3,CYC_0199,SWING,3,7.61
CYC_0199_P4,CYC_0199,DUMP,4,5.04
CYC_0199_P5,CYC_0199,REPOSITION,5,10.98
CYC_0200_P1,CYC_0200,DIG,1,8.27
